place_id,place_name,place_keyword,place_attractions,place_operatingHour,place_website,place_phonenum,email,place_desc,place_fee,place_address,place_rating,place_numrater,image1_img
147,Buddha Jayanti Temple,Religious Sites,Religious Sites,9:00 AM - 6:00 PM,None,None,None,The Buddha Jayanti Temple is a Thai style Buddhist temple in west Kuala Lumpur district of Pudu. There's some interesting gilded statues dotted around the �,Yes,"317, Jln Tun Razak, Pudu, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",4,14,static/place_pics/Buddha Jayanti Temple.jpg
148,Lembaga Tabung Haji,Sculpture,Architectural Buildings,9:00 AM - 4:00 PM,None,None,None,"Lembaga Tabung Haji (TH) is an Islamic institution that continuously strives to provide various facilities which are comprehensive and systematic for the welfare of Malaysian Hajj Pilgrims. Besides halal savings and efficient hajj operations management, TH also manages investment transaction to add value to our depositors.",Yes,"201 Jalan Tun Razak, Kuala Lumpur 50400 Malaysia",4,19,static/place_pics/Lembaga Tabung Haji.jpg
149,Guan Yin Temple Kuala Lumpur,Religious Sites,Religious Sites,9:00 AM - 5:00 PM,None,None,None,"Kuan Yin Temple was built in 1880 and is dedicated to the Goddess of Mercy, Kuan Yin. Also known as Guanyin Temple, it is located across the road from Jalan Stadium in Chinatown. Featuring distinctly Chinese and European baroque architecture, the temple is one of the most colourful shrines in the city.",Yes,"Kuan Yin Temple, Jln Maharajalela, City Centre, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",4,30,static/place_pics/Guan Yin Temple.jpg
150,Ramadhan Bazaars,Shopping Centre,Shopping Malls,5:00 PM - 8:00 PM,None,None,None,"It is a month, not only welcome by Muslims, but is looked forward to by people of other faiths because of the Ramadan Bazaar, an annual gathering of food stalls which offers a variety of local scrumptious and mouth-watering delicacies for 'iftar' (break fast).",Yes,"Jalan Telawi Bangsar Baru, Kuala Lumpur 59100 Malaysia",4,8,static/place_pics/Ramadhan Bazaars.jpg
151,Vivekananda Ashram,Museum,National Heritage,7:00 AM - 4:00 PM,None,None,None,"The Vivekananda Ashrama, Kuala Lumpur is an institution started by the Jaffna (Sri Lankan) Tamil immigrants in 1904 in honour of Swami Vivekananda.",Yes,"Jalan Tun Sambanthan, Kuala Lumpur 50470 Malaysia",3.5,17,static/place_pics/Vivekananda Ashram.jpg
152,Nexus,Shopping Centre,Shopping Malls,10:00 AM - 10:00 PM,http://nexus.bangsarsouth.com/,tel:%2B60%203-2386%209188,None,"Nexus is a community hub for Bangsar South that offers retail outlets, food and beverage choices, health outlets as well as leisure outlets.",Yes,"7 Jalan Kerinchi Bangsar South, Kuala Lumpur 59200 Malaysia",4,5,static/place_pics/Nexus.jpg
153,GLO Damansara Mall,Shopping Centre,Shopping Malls,10:00 AM - 10:00 PM,https://www.tripadvisor.com/www.glodamansara.com.my,None,None,"Glo Damansara is a premier lifestyle and neighbourhood mall that will bring a new dimension to shopping. Being closer to the heart of the Damansara neighbourhood, Glo Damansara fulfills the needs of the entire family and the professionals that work in the offices around the area with a fun and cozy atmosphere.",Yes,"Jalan Damansara, Kuala Lumpur 60000 Malaysia",3,26,static/place_pics/GLO Damansara Mall.jpg
154,World Trade Centre Kuala Lumpur (PWTC),Shopping Centre,Shopping Malls,9:00 AM - 5:00 PM,http://worldtradecentrekl.com.my/,tel:%2B60%203-2614%206999,pwtc@pwtc.com.my,"An iconic building with traditional architecture steep in custom and history. Variety of halls, meeting rooms in modern settings and open spaces. The flexibility that allows for tailor-made event concepts � for traditional and new formats. Located in the heart of the nation�s capital and 45 minutes from Kuala Lumpur International Airport (KLIA). Accessible via public transport and walking distant from malls, restaurants, entertainment centres and 3 to 5 star hotels. Dedicated and specialised team working with you hand-in-hand to ensure your event runs swimmingly. This is why we are the preferred venue for local and international conventions, concerts, weddings and other prestigious events in Malaysia.",Yes,"41 Jalan Tun Ismail, Kuala Lumpur 50480 Malaysia",3.5,46,static/place_pics/PWTC.jpg
155,Tun Abdul Razak Memorial,Museum,National Heritage,10:00 AM - 5:30 PM,http://www.arkib.gov.my/en/web/guest/memorial-tun-abdul-razak,tel:%2B60%203-2693%207141,None,"Memorial house museum in the home of former Prime Minister Tun Abdul Razak, with interactive tours.",Yes,"Jalan Perdana Sri Taman, Kuala Lumpur 50480 Malaysia",4,30,static/place_pics/Tun Abdul Razak Memorial.jpg
156,GMBB,Shopping Centre,Shopping Malls,11:00 am - 6:00 pm,http://www.gmbb.com.my/,tel:%2B60%2012-229%201355,cindyt@gmbb.com.my,"GMBB is the first commercial mall that is fully branded around artisanal, creative retailers. A space where creatives come together as one that has the same mutual goal. It will be a trend-hotspot where consumers will see the latest designs and artistic trends.",Yes,"No.2, Jalan Robertson, Kuala Lumpur 50150 Malaysia",4.5,2,static/place_pics/GMBB.jpg
157,National Library of Malaysia,Museum,Leisure,10:00 AM - 5:00 PM,http://www.pnm.gov.my/english.php,tel:%2B60%203-2687%201700,saluransosial@pnm.gov.my,"The National Library of Malaysia (Malay: Perpustakaan Negara Malaysia) (PNM) is a library established under the National Library Act 1972 in Kuala Lumpur, Malaysia. The National Library is responsible for providing a collection of knowledge at national level for the present and future generations.",Yes,"232 Jalan Tun Razak, Kuala Lumpur 50572 Malaysia",3.5,7,static/place_pics/National Library.jpg
158,Chin Woo Stadium,Museum,National Heritage,9:00 AM - 8:00 PM,None,None,None,Chin Woo Stadium is an old sports stadium located in Jalan Hang Jebat and close to other historical stadiums such as Merdeka Stadium and National Stadium (Stadium Negara). It is a common venue place for many events and activities associated with the Chinese community.,Yes,"Jalan Hang Jebat, Kuala Lumpur 50150 Malaysia",4,6,static/place_pics/Chin Woo Stadium.jpg
159,Queen Victoria Fountain,Nature,Fountains,Always Open,None,None,None,Queen Victoria's Fountain is an iconic building in the center of Dutch Square in the ancient city of Malacca. He has an obvious Victorian style. It has a history of 115 years since it was built. It was built to commemorate Queen Victoria. It is very unique and has the elegance and nobility of a British royal.,Yes,"Merdeka Drive, Kuala Lumpur 57000 Malaysia",3.5,58,static/place_pics/Queen Victoria Fountain.jpg
160,VIVA Home,Shopping Centre,Shopping Malls,10:00 AM - 10:00 PM,http://www.vivahome.com.my/,tel:%2B60%203-9281%201998,None,"Description. Viva Home is a lifestyle shopping centre with the intention of rejuvenating the lifeless area of Jalan Loke Yew by the developer, and is directly accessible via Jalan Loke Yew and is a short walk away from the Chan Sow Lin LRT station.",Yes,"574414-U) Viva Mall Sdn Bhd ( 85, Jalan Loke Yew, Kuala Lumpur 55200 Malaysia",3.5,17,static/place_pics/VIVA Home.jpg
161,Ampang Park Shopping Centre,Shopping Centre,Shopping Malls,10:00 AM - 10:00 PM,http://www.ampangpark.com.my/,tel:%2B60%203-2733%209580,None,"Ampang Park shopping centre was a shopping centre located on Jalan Ampang in Kuala Lumpur, also was called as Ampang Park. It was the first shopping centre to be built in Malaysia.",Yes,"Jalan Ampang, Kuala Lumpur 50450 Malaysia",3.5,42,static/place_pics/Ampang Park Shopping Centre.jpg
162,99 Wonderland Park,Nature,Parks,10:00 AM - 11:00 PM,http://www.99wonderlandpark.com.my/,tel:%2B60%2012-559%209034,None,99 Wonderland Park (Wildlife in The City) is the First recreational park in KL featuring with LED lights and rare animals or birds with its beautiful landscape. You will be surrounded by our amazing animals without going to the forest to experience it.,Yes,"Kuala Lumpur Utara Tasik Sri Murni, Kuala Lumpur 50560 Malaysia",3.5,10,static/place_pics/99 Wonderland Park.jpg
163,Tatt Khalsa Diwan Gurdwara,Religious Sites,Religious Sites,10:00 AM - 11:00 PM,None,None,None,"Southeast Asia's largest Sikh temple is the spiritual home of KL's Sikh community. There's been a temple and school here since 1918, though the present building dates from the 1990s.",Yes,"24, Jalan Raja Alang, Chow Kit, 50300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",4.5,8,static/place_pics/Tatt Khalsa Diwan Gurdwara.jpg
164,TM Convention Centre,Sculpture,Architectural Buildings,9:00 AM - 10:00 PM,None,None,None,"Centrally located in the Kuala Lumpur city, TM Convention Centre Bangsar is a one-stop convention building for a multitude of events you can imagine. This multipurpose event complex spells perfect for all types of events including:-",Yes,"Jalan Pantai Baharu Taman Bukit Pantai, Kuala Lumpur 59100 Malaysia",4.5,4,static/place_pics/TM Convention Centre.jpg
165,Malaysian Houses of Parliament,Sculpture,Architectural Buildings,8:00 AM - 5:00 PM,https://www.parlimen.gov.my/,tel:%2B60%203-2072%201955,None,"The Malaysian Houses of Parliament, is a building complex where the Malaysian Parliament assembles. The structure is located at the Lake Gardens in Kuala Lumpur, close to the Malaysian National Monument.",Yes,"Taman Duta, Kuala Lumpur 50680 Malaysia",4,19,static/place_pics/Malaysian Houses of Parliament.jpg
166,MO Outlet,Shopping Centre,Shopping Malls,10:00 AM - 7:30 PM,http://meliumoutlet.com/,tel:%2B60%203-9051%202926,mo_outlet@melium.com,"Conceptualised by The Melium Group in 2004, the genuine luxury outlet Melium Outlet is Malaysia�sfirst largest premium outlet nestles in the Trillium, Lake Fields. Housed in a luxurious andspacious surrounding, shoppers are treated to a line-up of amazing genuine leather fashion, stylishready-to-wear and accessories from top luxury brands with unbeatable discounts up to 70% off! It hasbecome the chic approach to shopping well � after all, fashion is about being clever.",Yes,"63 Jalan Tasik Utama 3 The Trillium, Lake Fields, Sungai Besi, Kuala Lumpur 57000 Malaysia",3.5,14,static/place_pics/MO Outlet.jpg
167,Glasshouse at Seputeh,Shopping Centre,Shopping Malls,10:00 AM - 6:00 PM,http://www.glasshouse.my/contact/,tel:%2B60%2010-948%202878,None,"Glasshouse at Seputeh is a spacious urban architectural venue space conveniently located in the heart of the city, surrounded by the green hills of Seputeh. Suited for private celebrations and corporate functions, with versatile floor plans and a fully air-conditioned in-door Lawn.",Yes,"17, Lorong Syed Putra Kiri Taman Seputeh, Kuala Lumpur 50460 Malaysia",4.5,3,static/place_pics/Glasshouse at Seputeh.jpg
168,Padang Merbok,Nature,Leisure,Always Open,None,tel:%2B60%2016-692%209418,None,Padang Merbok�is a big green field located close to the National Monument and Parliament House building. It is a common venue for outdoor sport,Yes,"Jalan Parlimen, 50480, Kuala Lumpur, Kuala Lumpur 50480 Malaysia",3.5,5,static/place_pics/Padang Merbok.jpg
169,Tunku Abdul Rahman Putra Memorial,Sculpture,Architectural Buildings,9:00 AM - 5:00 PM,http://www.arkib.gov.my/en/web/guest/memorial-tunku-abdul-rahman-putra2,tel:%2B60%203-2615%208188,None,"Museum spotlighting Malaysia�s first prime minister with documents, photos, apparel & more.",Yes,"Jalan Dato Onn, Kuala Lumpur 50480 Malaysia",4.5,11,static/place_pics/Tunku Abdul Rahman Putra Memorial.jpg
170,Stadium Merdeka,Sculpture,Architectural Buildings,9:00 AM - 5:00 PM,None,tel:%2B60%203-2617%206000,None,"Independence Stadium) is a stadium based in Kuala Lumpur, Malaysia. ... It is known as the site of the formal declaration of independence of the Federation of Malaya on 31 August 1957. The stadium is also the site of the proclamation of Malaysia on 16 September 1963.",Yes,"Jalan Stadium, City Centre, 50150 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",3,10,static/place_pics/Stadium Merdeka.jpg
171,Orchid & Hibiscus Gardens,Nature,Garden,9:00 AM - 5:00 PM,None,None,None,The Orchid garden is a part of the botanical gardens and contains the collection of different types of orchids from around the world. It is a good garden to visit once but in my opinion you would not miss much if you do not go there. A wondeful collection of lots of a different varieties of orchids.,Yes,"Jalan Perdana, Taman Tasik Perdana, Kuala Lumpur 50480 Malaysia",3,10,static/place_pics/Orchid & Hibiscus Gardens.jpg
172,Makam Pahlawan,Museum,National Heritage,9:00 AM - 12:00 PM,None,None,None,"The Makam Pahlawan is the burial ground of several Malaysian leaders and politicians. It is located near the Malaysian national mosque, Masjid Negara in the national capital, Kuala Lumpur. Construction of the mausoleum began in 1963 under its project of the construction of Masjid Negara and was completed in 1965.",Yes,"Jalan Lembah, Kuala Lumpur 50480 Malaysia",4.5,12,static/place_pics/Makam Pahlawan.jpg
173,Church Of Our Lady Of Fatima,Religious Sites,Religious Sites,9:00 AM - 5:00 PM,http://archkl.org/index.php/en/2-parishes/kuala-lumpur-central-district/513-church-of-our-lady-of-fatima-1963,tel:%2B60%203-2274%201631,None,"The Church of Our Lady of Fatima, with its rather modern architecture, was established in 1963 to serve a growing Catholic community in and around the Brickfields area. It is one of the four churches located in the vicinity of the city centre.",Yes,"Jalan Sultan Abdul Samad, Brickfields, Kuala Lumpur 50470 Malaysia",3.5,6,static/place_pics/Church Of Our Lady Of Fatima.jpg
174,1 Shamelin Mall,Shopping Centre,Shopping Malls,12:00 AM - 11:59 PM,http://www.1shamelin.com.my/,tel:%2B60%203-9285%204990,info@1shamelin.com.my,"Expansive mall featuring about 1,000 shops over 9 floors, plus a hypermarket, food court & cinema.",Yes,"100 Jalan 4/91, Kuala Lumpur 56100 Malaysia",2.5,17,static/place_pics/1 Shamelin Mall.jpg
175,Plaza Arkadia,Shopping Centre,Shopping Malls,10:00 AM - 10:00 PM,http://plazaarkadia.com.my/,tel:%2B60%2016-794%208800,arkadiamgmt@ppcity.com.my,"Plaza Arkadia is designed based on old colonial shophouse style with a contemporary twist and linked by open-air sidewalks and streets. It is envisioned as a lifestyle destination with its ground floor arcade-fronted High Street and first-floor courtyard shops, offices and SOHOs.",Yes,"No 3 Jln Intisari Perdana Desa Parkcity, Kuala Lumpur 52200 Malaysia",4,6,static/place_pics/Plaza Arkadia.jpg
176,Torana Gate,Sculpture,Architectural Buildings,Always Open,None,None,None,"Torana Gate is a torana (a type of gateway) in Brickfields, Kuala Lumpur. The gate is a gift from the Government of India to Malaysia, as a mark of continued friendship between the two countries. It was influenced by Hindu and Buddhist architecture of the Indian subcontinent.",Yes,"Kuala Lumpur Sentral, 50470 Kuala Lumpur, Federal Territory of Kuala Lumpur",4,9,static/place_pics/Torana Gate.jpg
177,Kampong Bharu,Neighborhoods,Neighborhoods,Always Open,None,None,None,"Kampung Baru or Kampong Bharu (meaning ""New Village"") is a Malay enclave in central Kuala Lumpur, Malaysia. One of the most valuable tracts of land in the capital, it has been estimated to be worth up to US$1.4 billion.",Yes,Kampong Bharu. Kuala Lumpur.,4,8,static/place_pics/Kampong Bharu.jpg
178,Old Market Square Clock Tower,Sculpture,Architectural Buildings,Always Open,None,None,None,Old Market Square Clock Tower is situated in the centre of town near the Central Market. It was built in the 1930s and is in the Art Deco style with characteristic sun-ray decoration around its base.,Yes,"11, Medan Pasar, City Centre, 50050 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",3.5,12,static/place_pics/Old Market Square Clock Tower.jpg
179,APW Bangsar,Museum,Leisure,8:00 AM - 5:00 PM,http://www.apw.my/,tel:%2B60%203-2282%203233,daniel.adams@apw.my,"In 2013, an idea was conceived to repurpose underutilised spaces within the printing factory - to convert the factory into an inspiring creative space. Various spaces have since been reimagined to create an urban campus for the community, by bringing together individuals and groups from diverse backgrounds through events, workshops, and programmes.",Yes,"29, Jalan Riong, Bangsar, Kuala Lumpur 59100 Malaysia",3.5,5,static/place_pics/APW Bangsar.jpg
180,Kampong Bharu Jamek Mosque,Religious Sites,Religious Sites,Always Open,http://pkb.gov.my/en/tourist/exciting-places/kampong-bharu-jamek-mosque,None,None,"Built in the late 1800s, the mosque began as a rudimentary structure consisted of a covered platform made of nibong palm trunks before it was demolished a few times until it took on the form of a double-storey timber structure with double pitch roof, featuring the typical Malay vernacular house architecture.",Yes,"Jalan Raja Alang Kampung Baru, Kuala Lumpur 50300 Malaysia",4.5,15,static/place_pics/Kampong Bharu Jamek Mosque.jpg
181,Music Museum,Museum,Leisure,9:00 AM - 6:00 PM,http://www.jmm.gov.my/en/muzium-muzik,tel:%2B60%203-2604%200176,None,"institutions engaged in the collection, preservation, study, and exhibition of historical artifacts and documents of musical culture.",Yes,"No 29 Jalan Raja, Kuala Lumpur 50050 Malaysia",3.5,25,static/place_pics/Music Museum.jpg
182,Panggung Anniversari,Museum,Leisure,9:00 AM - 4:30 PM,http://www.ikonconnaught.com/,tel:%2B60%203-9107%208128,customercare@ikonconnaught.com,"Panggung Anniversary sits in the Perdana Botanical Gardens, also known as Lake Gardens, in the heart of Kuala Lumpur's city centre. ... The expansive white-coloured roof canopy gives the outdoor theatre a distinct and instantly-recognisable feature that makes a bold statement in the middle of Kuala Lumpur's green lung.",Yes,"Jalan Cenderawasih Taman Tasik Perdana, Kuala Lumpur 50480 Malaysia",3.5,6,static/place_pics/Panggung Anniversari.jpg
183,Ikon Connaught,Sculpture,Architectural Buildings,10:00 AM - 6:00 PM,http://www.acupost.com/,tel:%2B60%2011-1231%205983,None,"A Brand New and Iconic Landmark for leisure, entertainment, dining and business in Taman Connaught, Cheras. Nestled in the prime, strategic and mature location,IKON Connaught is a brand new lifestyle and neighborhood mall.",Yes,"160 Jalan Cerdas, Kuala Lumpur 56100 Malaysia",3,14,static/place_pics/Ikon Connaught.jpg
184,Rabbit Fun Land,Nature,Wildlife,11:00 AM - 6:30 PM,http://www.earcsb.com/,tel:%2B60%203-9173%203228,None,"We've heard of this attraction years ago back when the premise was near Broga hill nearby. It has since moved to a new location at Lenggeng, about 10mins drive from Sek Dato temple where we made our first visit with the kids on a Saturday morning. Initially I have planned to bring the kids to the other animal farm nearby which doesn't advocate the thought of tasting skewed rabbit meat, but Aves was unfortunately closed that day. Nevertheless, it was still an enjoyable experience here at Rabbit Fun Land as the area is big enough for our kids to take time and say hello to each of the animals. The variety of animals here cannot be compared to the one in Seri Kembangan but in general, enough for the kids to learn such as rabbits, ducklings (roam freely within open enclosure), peacock, goats, roosters, ponies, deers and of course the star of the attraction being the camel (though I wonder what business it has doing here in Broga, alone?). Entrance is per head basis irregardless of the child's age at RM8 (no discounts for senior citizens either pfft) and animal feed at RM10 per pack. There was a notice at the reception saying outside carrots are not allowed. I have not seen any advertisements about selling rabbit meat though. It's a self-guided place unless you want to pay more for 'guided' tour, though that's not necessary. The condition and environment of the premise is typically rustic, but the toilets are surprisingly well maintained. We didn't check out the restaurant area as it was crowded with huge group of ecstatic kindergarten kids having a field trip there at the same time, the kitchen was busy preparing and serving meals. Around the premise, a mini 'skytrex' play area and high swings seems to be a recent addition. There is also an educational part of the visit on learning the life stages of rabbits (probably for paid tour groups as nothing goes on when we pass that area), kids can also experience cow-milking but with a price (RM10!) that is not included in the ticket. Admittedly, it's not a happy place for everyone. While the cows stayed within their limiting enclosure, a restless calf was tied onto a post. :( The rabbits look stuffed when we arrived, as we saw carrots littered everywhere around them, so really, you can skip feeding them and go for the hungry deers instead as they are located further from the main attraction area. If you're not keen on buying animal feed though, you can always pick up the unfed carrot sticks on the ground instead. Overall, RM8 is reasonable for our return visit. Personally I feel that the management could do something to improve the well being of the animals now that the facilities of the place are quite complete and maybe have mercy for senior folks and kids below 2 years old with discounted pricing on tickets? To be honest I wasn't quite pleased with the way that the owner justify to us about how much we are paying versus the price that the bigger group paid for when we ask if my less-than-2-year old son can be excused from paying. Does that mean a newborn will have to pay to enter too? Anyway, I'll digress. If you feel that getting here all the way would be too much, here's a tip, you can arrange your visit during the Durian season like we did, which include a stop to sample delicious Durians here and other seasonal fruits here in Broga... and at a much much lesser price than you would have to pay anywhere else.",Yes,"P.T 133 & 134, Batu 26, Jalan Balau, Mukim Beranang (About 10mins drive from Sek Dato temple), Kuala Lumpur 71750 Malaysia",2.5,10,static/place_pics/Rabbit Fun Land.jpg
185,KL CityWalk,Sculpture,Architectural Buildings,7:00 AM - 11:00 PM,http://www.klcitywalk.com/,tel:%2B60%203-2163%206688,contact@klcitywalk.com,"KL Citywalk is the only urban street arcade within the famed Kuala Lumpur Golden Triangle. Family-friendly activities & foodie attractions during the day. Chic mix of F&B and nightlife entertainment at night. Partnered with DBKL & Tourism KL, events will be running in our elevated exhibition space, Jenerator, throughout the year, with emphasis on the multi-cultural festivities practiced in this colourful country. Open to public seven days a week, KL Citywalk is a spot one should experience when in Kuala Lumpur.",Yes,"Off Jalan P Ramlee, Kuala Lumpur 50450 Malaysia",4,4,static/place_pics/KL CityWalk.jpg
186,Saloma Link Bridge,Sculpture,Architectural Buildings,Always Open,None,None,None,"Saloma Link (Malay: Pintasan Saloma) is a 69 metres (226 ft) combined pedestrian and bicyclist bridge across the Klang River in Kuala Lumpur. ... The bridge's architecture is inspired by the sireh junjung (betel nut leaf arrangement) concept, which is an integral part of a Malay wedding.",Yes,"Kampung Baru, Kuala Lumpur 50300 Malaysia",4.5,9,static/place_pics/Saloma Link Bridge.jpg
187,Wei-Ling Gallery,Museum,Leisure,10:00 AM - 7:00 PM,http://weiling-gallery.com/,tel:%2B60%203-2260%201106,weiling@weiling-gallery.com,Wei-Ling Gallery was set up in May 2002 to showcase the works of Malaysian contemporary artists. The gallery is located in a pre-war building in the edgy yet distinctive suburb of Brickfields.,Yes,"8 Jalan Scott Brickfields, Kuala Lumpur 50470 Malaysia",4,5,static/place_pics/Wei-Ling Gallery.jpg
188,Jade Museum,Museum,National Heritage,9.00 am - 5.00 pm,http://www.jmm.gov.my/en/jade-museum,03-2142 9648,None,"The Jade Museum displays a collection of antiques as well as accessories such as exquisite brooches, rings, earrings, necklaces and many more. Gifts and souvenirs are available for purchase.",Yes,"No, 26, Jalan Delima, 55100 Kuala Lumpur, Federal Territory of Kuala Lumpur",3.7,20,static/place_pics/Jade Museum.jpg
189,Sri Veera Hanuman Temple,Religious Sites,Religious Sites,7:00 AM - 10:00 PM,http://www.veerahanuman.com/,None,None,"This Hindu temple located in Brickfields on Scott's Road had it's origins as a shrine at the KL Sentral monorail station. The temple honours Lord Hanuman, the monkey God. Beautiful murals on the ceiling reflect Hanuman's life journey.",Yes,"Jalan Scott, Brickfields, Kuala Lumpur 50470 Malaysia",3,6,static/place_pics/Sri Veera Hanuman Temple.jpg
190,Shree Lakshmi Narayan Temple,Religious Sites,Religious Sites,8:00 AM - 8:00 PM,None,tel:40412993,None,"The Shree Lakshmi Narayan Mandir has developed to be a centre for the spiritual values, traditions and culture on the Vedic way of life and Sanathan Dharma. It is not only a place of worship, faith, devotion, love, peace and harmony, but it has become a significant place for our community to meet and interact.",Yes,"Jalan Kasipillay Off Jalan Ipoh, Kuala Lumpur 51200 Malaysia",4,7,static/place_pics/Shree Lakshmi Narayan Temple.jpg
191,Malay World Ethnology Museum,Museum,National Heritage,9:00 am - 6:00 pm,http://www.jmm.gov.my/en/museum/malay-world-ethnology-museum,03-2267 1000,pr.medm@jmm.gov.my,"Gain an insight into the heritage and legacy of the Malay world. This gallery showcases a collection of the finest and most uncommon exhibits that are associated with the Malay history and civilisation, sourced from various parts of the region such as Malaysia, Indonesia, Thailand, Philippines and Cambodia. It is situated within the grounds of the National Museum.",No,"The Office of Malay World Gallery, Department of Mesuem Malaysia, Jalan Damansara",4,7,static/place_pics/Malay World Ethnology Museum.jpg
192,Galeria Sri Perdana,Museum,National Heritage,9:00 AM - 5:00 PM,http://www.arkib.gov.my/en/web/guest/galeria-sri-perdana,tel:%2B60%203-2072%200033,None,"Galeria Sri Perdana is a gallery showcasing the life and achievements of Tun Dr Mahathir Mohamad, Malaysia's longest serving prime minister.",Yes,"Federal Hill, 59000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia Jalan Terengganu, Kuala Lumpur 57000 Malaysia",3.5,9,static/place_pics/Galeria Sri Perdana.jpg
193,Royal Malaysian Air Force Museum,Museum,National Heritage,9:00 AM - 5:00 PM,None,tel:%2B60%203-2141%201133,nazriaziz@hotmail.com,The museum provides information on the history of the RMAF which was formed in 1958. RAF Air Commodore AVR Johnstone was assigned as Advisor to the Malaysian Government and became the first Chief of the RMAF.,Yes,"Jalan Lapangan Terbang Sungai Besi, Wilayah Persekutuan, 50634 Kuala Lumpur.",4,11,static/place_pics/Royal Malaysian Air Force Museum.jpg
194,P. Ramlee Memorial,Religious Sites,Religious Sites,10:00 AM - 5:00 PM,http://www.arkib.gov.my/en/web/guest/pustaka-peringatan-p-ramlee,tel:%2B60%203-4023%201131,None,"The P Ramlee Memorial Library is a museum in Kuala Lumpur established in 1986 to commemorate the life and achievements of one of Malaysia's most famous and best-loved artistes, Tan Sri P. ... Ramlee who died in 1973. Ramlee achieved fame as a singer, composer, film actor, director and musician.",Yes,"22 Jalan Dedap Taman P Ramlee, Kuala Lumpur 53000 Malaysia",4.5,8,static/place_pics/P. Ramlee Memorial.jpg
195,Kuala Lumpur Craft Museum,Museum,National Heritage,9:00 AM - 7:00 PM,http://www.kraftangan.gov.my/en/craft-complex-2/kuala-lumpur-craft-complex/,tel:%2B60%203-2162%207459,None,The Kuala Lumpur Craft Complex is an iconic art tourism destination located in the heart of the city. This one-stop craft centre offers a myriad of tourism products such as arts and crafts for local and foreign visitors.,Yes,"50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia Jalan Conlay, Kuala Lumpur 50450 Malaysia",3.5,10,static/place_pics/Kuala Lumpur Craft Museum.jpg
196,Cheras War Cemetery,Religious Sites,Religious Sites,7:00 AM - 4:00 PM,None,None,None,"The Cheras War Cemetery (Malay: Tanah Perkuburan Perang Cheras) is the final resting place for Allied personnel who were killed during World War II, particularly the Malayan Campaign and the Japanese occupation of Malaya.",Yes,"1 Jalan Kuari Taman Pertama, Kuala Lumpur 56100 Malaysia",4.5,7,static/place_pics/Cheras War Cemetery.jpg
197,St Andrews Presbyterian Church,Religious Sites,Religious Sites,8:00 AM - 9:00 PM,http://www.standrewschurch.org.my/,tel:%2B60%203-2031%201223,None,"Andrew's Presbyterian Church (Iglesia Presbiteriana San Andr�s in Spanish), is a Christian church denomination that was founded in 1829 and has its origins in the arrival in Argentina of Scottish colonial settlers early in the 19th century.",Yes,"Persiaran Raja Chulan Road Bukit Bintang, Kuala Lumpur 50200 Malaysia",3.5,6,static/place_pics/St Andrews.jpg
198,M3 Mall,Shopping Centre,Shopping Malls,10:00 AM - 10:00 PM,http://www.m3mall.com.my/,tel:%2B60%203-8686%204555,marketing@m3mall.com.my,"Upbeat neighbourhood mall featuring local shops & services, plus a food court & supermarket.",Yes,"No. 7 Jalan Madrasah Taman Melati, Kuala Lumpur 53100 Malaysia",3.5,4,static/place_pics/M3 Mall.jpg
199,Kuala Lumpur Library,Museum,Leisure,10:00 AM - 5:00 PM,http://kllibrary.dbkl.gov.my/client/en_US/pkl,None,None,"The Kuala Lumpur Library (Malay: Perpustakaan Kuala Lumpur) is the main library of Kuala Lumpur, Malaysia. It has 13 branches around Kuala Lumpur : Pustaka KL @ Taman Tun Dr Ismail. Pustaka KL @ Medan Idaman.",Yes,"1 Jalan Raja, Kuala Lumpur 50050 Malaysia",3.5,11,static/place_pics/Kuala Lumpur Library.jpg
200,EkoCheras Mall,Shopping Centre,Shopping Malls,10:00 AM - 10:00 PM,http://www.ekocherasmall.com/,tel:%2B60%203-9770%201878,ekocherasmall@gmail.com,"Modern shopping center with a familiar range of retailers, along with casual dining options.",Yes,"No 693, Batu 5, Jalan Cheras, Kuala Lumpur 56000 Malaysia",3.5,7,static/place_pics/EkoCheras Mall.jpg
201,St. Michael Russian Orthodox Church,Religious Sites,Religious Sites,8:00 AM - 9:00 PM,http://orthodoxinmalaysia.wordpress.com/tag/archangel-michael-orthodox-church-kl/,None,None,General Details. Type: Church; Archdiocese: Russian Orthodox Church; Diocese: Patriarchal Exarchate of South East Asia; Head Priest: Metropolitan and Exarch �,Yes,"5, Lorong Damai 6, Kampung Datuk Keramat, Kuala Lumpur 55000 Malaysia",4.5,2,static/place_pics/St. Michael Russian.jpg
