rest_id,rest_name,rest_operatingHour,rest_address,rest_phonenum,rest_website,rest_email,rest_desc,rest_rating,rest_num_rater,rest_keyword,rest_attractions,image1_img,image2_img,image3_img
11,Salad Atelier the Weld,9.00 AM - 9.00 PM,"Lot G-09A Ground Floor, The Weld 76 Jalan Raja Chulan, Kuala Lumpur 50200 Malaysia",011-1258 8992,https://www.saladatelier.com/,saladatelier@gmail.com,"We came out with the idea of offering healthy whole food after looking at the vast increase at obesity and NCD (non-communicable disease) rate in Malaysia. Salad Atelier was born in 2014 in heart of Kuala Lumpur, where you can find lots of street food and local delights. Why Salad? We wanted to challenge the community to Go Green from food and feed ourselves with REAL ingredients. Busy Malaysians and expat in our country are overwhelmed with heavily processed and seasoned food, Salad Atelier can be the to-go place when they ever think of detox and eating clean without spending much effort at meal preparation. Till date, there are total of 12 Salad Atelier outlets in Klang Valley and still expanding to spread the healthy living gospel. We also supply weekly staff meals and buffet catering to feed employees from many corporate offices in Klang Valley. After 6 years in the F&B field, we noticed Malaysians are working towards healthy living but many are striking hard in finding a sustainable food supply, thus Salad Packages with brown rice and poke bowls are now available on our delivery platform to provide meal solution to the community. Our mission is still the same from day 1 of business, which is to bring healthy food near to our customers’ community at the same time continue to cultivate sustainable eating habit.",4.5,124,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
12,KGB,12.00 PM - 8.00 PM,"107G Jalan Aminuddin Baki Ttdi, Kuala Lumpur 60000 Malaysia",+60 3-7733 2284,https://www.facebook.com/KGB.Killer.Gourmet.Burgers,nyburgerkl@gmail.com,"Here’s the definitive burger binge: A deep-dive exploration of a fledgling burger business, run by a couple who pour plenty of passion, skill & soul into their work: KGB Killer Gourmet Burgers, a fun restaurant opening today in Telawi, Bangsar; looking to live up to its murderously wicked name. Many thanks to KGB’s friendly spymasters, former accountants & current couple Steven & Jo, for extending this generous invitation to preview their American-style diner. KGB’s claim to fame might be its signature buns, tattooed with its initials for a memorable coolness. Begin with the basics: The Shack (RM13.90 nett), a tastily executed combination of a smashed patty & sharp cheddar cheese with a zesty NYC-inspired Shack sauce sandwiched in fresh, fluffy bread. It’s what a cheeseburger oughta be; no more, nothing less. KGB’s inventiveness rears its sly head in Bash (RM18.90), topped not only with beef bacon relish & caramelized onions but also provolone cheese for savory, full-fat decadence & cornflakes for a honeyed, childhood-evoking crunch. The Tornado (RM15.90) unleashes a torrent of hurricane-force flavors, partnering a grilled patty with fried egg, onion rings & ‘fiery mayo’ for a crispy-creamy flourish that’s potentially powerful enough to sweep us off our burger-loving feet. With a new luminary like Killer Gourmet Burgers roaring into the limelight & providing mouthfuls of positive energy, the Klang Valley’s burgeoning burger cult can rest easy, recognizing there’s lots of life left in the burger-barnstorming revolution.",4,44,Restaurant,Fast Food,static/restaurant_pics/Tbg.jpg,,
13,KGB Bangsar,12.00 PM - 8.00 PM,"23 Jalan Telawi 2, Kuala Lumpur 59100 Malaysia",+60 3-2201 1220,https://www.facebook.com/KGB.Killer.Gourmet.Burgers,nyburgerkl@gmail.com,"Here’s the definitive burger binge: A deep-dive exploration of a fledgling burger business, run by a couple who pour plenty of passion, skill & soul into their work: KGB Killer Gourmet Burgers, a fun restaurant opening today in Telawi, Bangsar; looking to live up to its murderously wicked name. Many thanks to KGB’s friendly spymasters, former accountants & current couple Steven & Jo, for extending this generous invitation to preview their American-style diner. KGB’s claim to fame might be its signature buns, tattooed with its initials for a memorable coolness. Begin with the basics: The Shack (RM13.90 nett), a tastily executed combination of a smashed patty & sharp cheddar cheese with a zesty NYC-inspired Shack sauce sandwiched in fresh, fluffy bread. It’s what a cheeseburger oughta be; no more, nothing less. KGB’s inventiveness rears its sly head in Bash (RM18.90), topped not only with beef bacon relish & caramelized onions but also provolone cheese for savory, full-fat decadence & cornflakes for a honeyed, childhood-evoking crunch. The Tornado (RM15.90) unleashes a torrent of hurricane-force flavors, partnering a grilled patty with fried egg, onion rings & ‘fiery mayo’ for a crispy-creamy flourish that’s potentially powerful enough to sweep us off our burger-loving feet. With a new luminary like Killer Gourmet Burgers roaring into the limelight & providing mouthfuls of positive energy, the Klang Valley’s burgeoning burger cult can rest easy, recognizing there’s lots of life left in the burger-barnstorming revolution.",4,127,Restaurant,Fast Food,static/restaurant_pics/Tbg.jpg,,
14,KGB - Killer Gourmet Burgers,12.00 PM - 8.00 PM,"232-B LG, The Gardens Mall, Mid Valley City, Kuala Lumpur 59200 Malaysia",+60 3-2201 5557,https://www.facebook.com/KGB.Killer.Gourmet.Burgers,nyburgerkl@gmail.com,"Here’s the definitive burger binge: A deep-dive exploration of a fledgling burger business, run by a couple who pour plenty of passion, skill & soul into their work: KGB Killer Gourmet Burgers, a fun restaurant opening today in Telawi, Bangsar; looking to live up to its murderously wicked name. Many thanks to KGB’s friendly spymasters, former accountants & current couple Steven & Jo, for extending this generous invitation to preview their American-style diner. KGB’s claim to fame might be its signature buns, tattooed with its initials for a memorable coolness. Begin with the basics: The Shack (RM13.90 nett), a tastily executed combination of a smashed patty & sharp cheddar cheese with a zesty NYC-inspired Shack sauce sandwiched in fresh, fluffy bread. It’s what a cheeseburger oughta be; no more, nothing less. KGB’s inventiveness rears its sly head in Bash (RM18.90), topped not only with beef bacon relish & caramelized onions but also provolone cheese for savory, full-fat decadence & cornflakes for a honeyed, childhood-evoking crunch. The Tornado (RM15.90) unleashes a torrent of hurricane-force flavors, partnering a grilled patty with fried egg, onion rings & ‘fiery mayo’ for a crispy-creamy flourish that’s potentially powerful enough to sweep us off our burger-loving feet. With a new luminary like Killer Gourmet Burgers roaring into the limelight & providing mouthfuls of positive energy, the Klang Valley’s burgeoning burger cult can rest easy, recognizing there’s lots of life left in the burger-barnstorming revolution.",4,82,Restaurant,Fast Food,static/restaurant_pics/Tbg.jpg,,
15,KFC @ Jalan Sultan Ismail,10.00 AM - 10.00 PM,"14th Floor Wisma KFC Jalan Sultan Ismail, Kuala Lumpur 50250 Malaysia",+60 3-2026 3388,https://kfc.com.my/,,"KFC (also known as Kentucky Fried Chicken) is an American fast food restaurant chain headquartered in Louisville, Kentucky that specializes in fried chicken. It is the world's second-largest restaurant chain (as measured by sales) after McDonald's, with 22,621 locations globally in 150 countries as of December 2019. The chain is a subsidiary of Yum! Brands, a restaurant company that also owns the Pizza Hut, Taco Bell and WingStreet chains. KFC's original product is pressure fried chicken pieces, seasoned with Sanders' recipe of 11 herbs and spices. The constituents of the recipe are a trade secret. Larger portions of fried chicken are served in a cardboard ""bucket"", which has become a feature of the chain since it was first introduced by franchisee Pete Harman in 1957. Since the early 1990s, KFC has expanded its menu to offer other chicken products such as chicken fillet sandwiches and wraps, as well as salads and side dishes such as French fries and coleslaw, desserts and soft drinks; the latter often supplied by PepsiCo. KFC is known for its slogans ""It's Finger Lickin' Good!"", ""Nobody does chicken like KFC"" and ""So good"". KFC's core product offering is pressure fried on-the-bone chicken pieces seasoned with Colonel Harland Sanders' ""Original Recipe"" of 11 herbs and spices. The product is typically available in either two- or three-piece individual servings or in a family size cardboard bucket typically holding between six and 16 chicken pieces. In territories that follow the system handed down by Colonel Sanders, such as Canada and the UK, each chicken is divided into nine different cuts (two drumsticks, two thighs, two wings, two breast pieces and one keel); however, the United States now uses an eight-piece cut. The product is hand-breaded at individual KFC outlets with wheat flour mixed with seasoning in a two- to four-minute process. It is then pressure fried for between seven and 10 minutes (the timing differs between countries) in oil at 185 degrees Celsius. Following this, the chicken is left to stand for 5 minutes in order for it to sufficiently cool before it is placed in the warming oven. It is KFC policy to discard chicken if it has not been sold within 90 minutes in order to ensure freshness. The frying oil varies regionally and versions used include sunflower, soybean, rapeseed and palm oil. A KFC executive stated that the taste of the chicken will vary between regions depending on the oil variety used and whether the chicken has been corn-fed or wheat-fed. Zinger served with crispy fries and Thai chili sauce in Shah Alam, Malaysia",3.5,34,Restaurant,Fast Food,static/restaurant_pics/Tbg.jpg,,
16,KFC @ Berjaya Times Square,10.00 AM - 10.00 PM,"Lot LG-34A, Central, Lower Ground, Berjaya Times Square, Kuala Lumpur 55100 Malaysia",+60 3-2144 5237,https://kfc.com.my/,,"KFC (also known as Kentucky Fried Chicken) is an American fast food restaurant chain headquartered in Louisville, Kentucky that specializes in fried chicken. It is the world's second-largest restaurant chain (as measured by sales) after McDonald's, with 22,621 locations globally in 150 countries as of December 2019. The chain is a subsidiary of Yum! Brands, a restaurant company that also owns the Pizza Hut, Taco Bell and WingStreet chains. KFC's original product is pressure fried chicken pieces, seasoned with Sanders' recipe of 11 herbs and spices. The constituents of the recipe are a trade secret. Larger portions of fried chicken are served in a cardboard ""bucket"", which has become a feature of the chain since it was first introduced by franchisee Pete Harman in 1957. Since the early 1990s, KFC has expanded its menu to offer other chicken products such as chicken fillet sandwiches and wraps, as well as salads and side dishes such as French fries and coleslaw, desserts and soft drinks; the latter often supplied by PepsiCo. KFC is known for its slogans ""It's Finger Lickin' Good!"", ""Nobody does chicken like KFC"" and ""So good"". KFC's core product offering is pressure fried on-the-bone chicken pieces seasoned with Colonel Harland Sanders' ""Original Recipe"" of 11 herbs and spices. The product is typically available in either two- or three-piece individual servings or in a family size cardboard bucket typically holding between six and 16 chicken pieces. In territories that follow the system handed down by Colonel Sanders, such as Canada and the UK, each chicken is divided into nine different cuts (two drumsticks, two thighs, two wings, two breast pieces and one keel); however, the United States now uses an eight-piece cut. The product is hand-breaded at individual KFC outlets with wheat flour mixed with seasoning in a two- to four-minute process. It is then pressure fried for between seven and 10 minutes (the timing differs between countries) in oil at 185 degrees Celsius. Following this, the chicken is left to stand for 5 minutes in order for it to sufficiently cool before it is placed in the warming oven. It is KFC policy to discard chicken if it has not been sold within 90 minutes in order to ensure freshness. The frying oil varies regionally and versions used include sunflower, soybean, rapeseed and palm oil. A KFC executive stated that the taste of the chicken will vary between regions depending on the oil variety used and whether the chicken has been corn-fed or wheat-fed. Zinger served with crispy fries and Thai chili sauce in Shah Alam, Malaysia",3.5,27,Restaurant,Fast Food,static/restaurant_pics/Tbg.jpg,,
17,Carl's Jr,10.00 AM - 8.00 PM,"The Curve, Kuala Lumpur Malaysia",None,https://www.carlsjr.com/,specialevents@ckr.com,"Born in California over 75 years ago, Carl Karcher had a hot dog cart and a dream. The hot dog cart became Carl’s JR.® and Carl’s JR.® has become one of the premier burger brands in the world, with over 3,800 restaurants in over 42 countries. We focus on fresh food made with only premium quality ingredients so that you can indulge in our big, juicy burgers, hand-scooped real ice-cream shakes and hand-breaded chicken. All while you sit back and relax as we bring food to your table with a smile as warm as the California sunshine.",3.5,65,Restaurant,Fast Food,static/restaurant_pics/Tbg.jpg,,
18,McDonald's @ Bukit Bintang,8.00 AM - 8.00 PM,"Jalan Bukit Bintang, Kuala Lumpur 55100 Malaysia",+60 11-3921 8353,https://www.mcdonalds.com.my/,None,"McDonalds was founded by two brothers, Richard and Maurice McDonald in 1937 in California. This largest global fast food chained arrived in Malaysia 43 years later in December 1980. McDonald Corp. gave their license to Golden Arches Sdn Bhd to open McDonald’s Restaurant in Malaysia. After twenty six years they now have 185 franchise outlets nationwide. McDonalds have created over 7000 job opportunity ever since they arrive in Malaysia over the years. Their vision is “to be our customers’ favorite place and way to eat”. The fast food trend in Malaysia has benefited McDonalds as they are able to capture more market share and customers. Malaysian would like to eat outside with the increasing of number of women workers. They would like to look at convenience place to eat as McDonalds provide it for them. The technology advance has improved McDonald’s services efficiency as their customer able to order through phone and online. The growing internet users in Malaysia supported for this kind of service. 24 hours service will open a revenue window for McDonalds as customers look for quick meal at late night.",3.5,158,Restaurant,Fast Food,static/restaurant_pics/Tbg.jpg,,
19,The Good Co.,10.00 AM - 9.00 PM,"184, Jalan Maarof, Bangsar Inside Bon Estates Gallery, Kuala Lumpur 59000 Malaysia",+60 3-2202 6536,http://www.thegoodco.my/,info@thegoodco.my,"This discreet new destination is dedicated to the promise of healthful, meatless eating, offering salad pots, sandwiches, dessert jars & cold-pressed juices in a leafy setting at Bon Estates Gallery, across the road from Bangsar Shopping Centre. Salad pots are the chief attraction - elaborate ensembles that take culinary cues from both East & West, from the Skinny Sumo (mixed leaves, roasted pumpkin, grilled eryngii mushrooms, wakame, alfalfa, okra, cherry tomatoes, honey sesame dressing) to Superfit Angmoh (arugula, pesto quinoa, roasted vegetables, pepper relish, avocado mash, chickpeas, balsamic vinaigrette). The Asian-accented variations might be the bestsellers - the Malaysian 'Nasi Lemak' (virgin coconut oil millet, sambal, free-range eggs, tempeh, roasted peanuts, kyuri), Korean Kimchi Cauliflower 'Fried Rice' (cauliflower rice, house-made kimchi, soy-marinated tofu, carrots, broccoli) & Thai Scallop-dee-kap (grilled mushroom 'scallops' marinated with ginger & lemongrass, mango, glass noodles, passion fruit dressing). Each pot costs between RM15.90 & RM20.90, justifiable for substantial servings of fresh, quality ingredients, with each recipe conveying pleasantly distinct, well-balanced dynamics. Sandwiches are thickly stuffed, conveniently packed for on-the-move lunches, with bread made from organic ingredients (RM12.90-RM18.90). Choices include Curried EMS (turmeric bread, kitchen-made curried mayo, celery, free-range eggs, pickled beetroot), The Hulk (rye bread, arugula, cream cheese, avocado mash, pepper relish), Daging Tarik (herb bread, pulled shredded oyster mushrooms, batavia lettuce) & Triple Deck (cranberry bread, tempeh, avocado, tomato, mild cheddar).",4,28,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
20,Burger on 16,11.00 AM - 11.30 PM,"16 Jalan 1/77a Imbi, Kuala Lumpur 55100 Malaysia",+60 3-9224 2117,https://www.facebook.com/BURGERon16/,info@burgeron16.com,"At Burger On 16, great burgers are served. Grilling a fresh, premium cut, hand-packed patties on a hot seasoned grill to perfection with the perfect char taste results in a delicious juiciness burger that talks about itself. Add butter-toasted buns, high grade cheeses, freshly sliced tomato and onions, with intense sauces made in-house, and you’ve got a burger that twist your mind! Our recipes range from traditional-to-special, for those looking to discover outrages burger tastes. A variety of 20+ different burgers on the menu won’t disappoint you. several creative combinations of Beef, Chicken or Vegetarian patties in different variations with homemade sauces and tasty buns.",4.5,437,Restaurant,Fast Food,static/restaurant_pics/Tbg.jpg,,
21,Plane in The City,8.00 PM - 11.30 PM,"Unit 45-10, Level 10, The Boulevard, Mid Valley City, Lingkaran Syed Putra, 59200, Kuala Lumpur",011-36035168,https://www.planeinthecity.com/,info@planeinthecity.com,"Have an unforgettable dining experience at Plane in the City, a restaurant built inside a real airplane.Enjoy a filling three-course dinner with either Economy, Business or First Class.Indulge in a variety of delicious dishes while being serenaded.Take memorable photos by sticking your head out of the cockpit or by walking on the plane's wings. Experience a one-of-a-kind dinner that you'll never forget at Plane in the City, located in the heart of Kuala Lumpur. Enjoy the night view of Malaysia as you look through the plane's windows while you're being serenaded with soothing music. Book either Economy, Business or First Class each having their own unique perks. Grab the chance to walk on the plane's wings and enter the cockpit to take awesome photos while you're pretending to be a pilot. Book now for a unique experience!",4.5,307,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
22,Dinner In The Sky Malaysia,5.00 PM - 10.00 PM,"No 231, Jalan Bukit Bintang 55100 Kuala Lumpur",011-36035168,https://www.dinnerinthesky.my/index.php,info@dinnerinthesky.com.my.,"Take your dining experience to new heights at Dinner in the Sky Kuala Lumpur (KL). Dinner in the Sky was first launched in Brussels, Belgium in 2006, and has hosted in more than 45 countries around the world. Amongst the iconic locations are London, Sydney, Dubai and Paris. According to Forbes Magazine it is one of the most unusual restaurants in the world. You can now try it in Malaysia, being the first country to host in Southeast Asia! Conveniently located in Bukit Bintang and only five-minute walk from Pavilion, you will have a great 360-degree view of the Kuala Lumpur city skyline.",4.5,700,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
23,Skillet KL,12.00 PM – 3.00 PM & 6.00 PM – 10.00  PM,"No. 10 Jalan Perak Ground Floor, Cormar Suites, Kuala Lumpur 50450 Malaysia",03-2181 2426,https://www.skilletkl.com/,skilletat163@gmail.com,"Open in 2015, Skillet offers a Modern European cuisine with a contemporary urban setting that extends over two floors. Skillet was meant to offer a comfortable and no-frills dining experience where prices are affordable and customer services are personalised. Skillet has now outgrown its conception as a friendly casual eatery to an exciting fine dining spot with no-frills (still) in Kuala Lumpur. The ideology behind Skillet evolves the seasonal ingredients of the European continent. Infused with carefree ideas to mix, match and experiment unfamiliar flavour profiles, Skillet presents an opportunity for the palate to discover something new. Skillet challenges the conventional conception of food, while maintaining its authenticity of what a dish is supposed to taste and look like.",4.5,1010,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
24,Opium KL,5.00 PM - 11.00 PM,"50, Changkat Bukit Bintang, 50200 Kuala Lumpur, Malaysia.",012 526 1335,https://opiumkl.com/,customerservice@opiumkl.com,"Opium KL is well-recognised as one of the best Asian restaurant in Changkat Bukit Bintang, KL. Situated less than a 10-minute walk from Bukit Bintang MRT & Monorail Station, this establishment offers a unique dining experience with its stylish Shanghai setting and a great selection of the best Asian fusion dishes. Interior-wise, Opium KL exudes a glamorous 1930s vibe with age-old artefacts adorning the entire establishment, including an intricate opium bed in the Rose Room, a brass lion head door knocker, antique opium pipes, stained glass windows, and rows of Chinese wine pots displayed vividly in the communal area. While the design of Opium Bar and Restaurant is contrived, it is also so well executed that the scene is stylish in this popular nightlife area in downtown KL. Standing out from the hordes of western, European and Spanish eateries in Changkat Bukit Bintang, Opium KL offers the best Asian food with a mix of western influence. Think Curry Spaghettini with Salmon, Angus Beef Rendang, and Beef Brisket & Tendon Stew just to name a few. There are also plenty of small bites option or classic Asian dishes available. Opium – one of the best Asian restaurants in KL is definitely the place to go when you’re craving for the best Asian food in town!",4.5,2024,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
25,THIRTY8,7.00 AM - 11.00 PM,"Grand Hyatt Kuala Lumpur, 12 Jalan Pinang, Kuala Lumpur, Malaysia, 50450",03 2182 1234,https://www.hyatt.com/en-US/hotel/malaysia/grand-hyatt-kuala-lumpur/kuagh/dining,kualalumpur.grand@hyatt.com,"Located 38 floors above ground, Thirty8 is Grand Hyatt Kuala Lumpur's all-day dining space boasting a 360-degree city view and elegant dining areas that are perfect for all occasions - whether it's a casual catch-up over afternoon tea or a dinner date with your significant other. While you can have breakfast, lunch, dinner, or even just drinks at THIRTY8, it is most known for its popular afternoon tea. For those who have been wanting to live that tai tai life, it's your chance to do so here with your girl friends!",4,774,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
26,Favola Italian Restaurant,6.00 PM - 10.00 PM,"2 Jalan Stesen Sentral Kuala Lumpur Sentral, Kuala Lumpur 50470 Malaysia",03-2263 7888,https://www.marriott.com/hotels/travel/kulmd-le-meridien-kuala-lumpur/,dining.lmkl@lemeridien.com,"Italian favourites including pastas, pizzas and seafood specialties reign supreme at Favola, Le Meridien Kuala Lumpur's renowned Venetian inspired restaurant. Apart from savouring deliciously prepared authentic Italian cuisines, Favola's wine cellar boasts to have one of the best selections of Italian wines as well as wines all around the world. When diners visit Favola, be sure to discover the passion of Italian dining where bold simple flavours of regional cuisines and great stories are shared. Favola means fable in Italian and the experience begins as diners walk through the open galleries into a rustic Italian setting reminiscent of the renaissance era. Over 60 dishes of hearty Italian specialties in addition to an extensive variety of antipasti are featured in this exciting and unorthodox menu.",4.5,580,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
27,Tapak Urban Street Dining,5.00 PM - 12.00 AM,"Tapak Urban Street Dining Persiaran Hampshire off, Jalan Ampang, Hampshire Park, 50450 Kuala Lumpur",03-4131 8429,https://www.ilovetapak.com/,hello@ilovetapak.com,"Do you love food but hate having to hit the malls on the weekend? Ugh, pesky crowds and civilization – I hate you! The eternal question at home is “what do we eat and do tonight?”. It’s been hard for me to find some kind of night entertainment around KL City Centre (except from bars, clubs, cafes and movie theatres). So every Friday, we make our way to the nearby mall and argue for 20 mins over what we shall eat at dinner. Your kinda scene? Not any more friends! You can now enjoy the lively ambience and atmosphere of Bangkok’s night markets right here in Kuala Lumpur – within 10 minutes’ walk from KLCC! Come before 6pm and the space is set as a mere carpark, but once the sun sets, things take a lively turn and transforms into Tapak Urban Street Dining – until 12 am! Here, you get rows of food trucks (over 30 of them) selling the most hipster food (read: giant Indomie, titanic burger, jumbo mango smoothie, monster churros and more!) as you enjoy good music from the live bands and stunning views of the KL Twin Towers!",4.5,136,Restaurant,Fast Food,static/restaurant_pics/Tbg.jpg,,
28,"Atmosphere 360, KL Tower",12.00 PM - 10.00 PM,"Menara Kuala Lumpur, 2, Jalan Puncak, 50250 Kuala Lumpur",03-2020 2121,https://atmosphere360.com.my/,reservation@atmosphere360.com.my,"Atmosphere 360 is a modern and elegant revolving restaurant situated 282m above ground level located at the tallest tower in Southeast Asia - Menara Kuala Lumpur. The restaurant is furnished in a spaceship-like atmosphere with its magnificent view and starry fiber optic ceiling lights that offers a truly unforgettable and luxurious culinary experience. Offering only premium produce of the highest quality, our expert culinary artists will delight you with their meticulous preparations. Each dish is carefully conceived and deliciously presented for your discerning taste buds. Atmosphere 360 opens daily for lunch and dinner with wide selections of buffet meals, à la carte and cocktails.",3.5,1741,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
29,PRIVATE @ The Chow Kit,8.00 AM - 10.00 PM,"1012, Jln Sultan Ismail, Chow Kit, 50100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",03 2778 6688,https://private.thechowkit.com/,hello@thechowkit.com,"Born from a desire to eat out safely in this COVID age; PRIVATE @ The Chow Kit offers a unique private dining residence where guests enjoy the comfort, privacy and safety of intimate guest rooms designed by Brooklyn-based collective by Post Company and award-winning cuisine concocted by CNN’s Best New Restaurant in Asia. Housed on the first floor of KL’s leading boutique hotel – The Chow Kit – patrons may book this family-friendly, in-room dining experience which will stress minimal, but impeccable service in order to reduce touchpoints and interaction with staff and other guests. Families are able to dine in with their children with peace of mind as each guest room may be booked by a maximum of six people during this time. Guests of PRIVATE @ The Chow Kit will also be able to avail themselves to a delectable cocktail and aperitivo programme devised in partnership with Shawn Chong, South East Asia’s best mixologist. In order to comply with pandemic restrictions and to enhance the safety of guests and staff, clientele of PRIVATE @ The Chow Kit will register for their rooms, select and pay for their meals prior to arrival. Dishes will be delivered by visored, masked and gloved servers at set intervals and guests have the option of extending their stay beyond the set three-hour period at a 50% discount to prevailing overnight rates. Service requests and additional orders may be placed using the guest’s personal phones to reduce touchpoints. Furthermore, diners are able to tailor their experience and set the mood as they see fit with the ability to customize the décor of the residence and play their own Spotify playlists via their personal devices on the guest room’s interactive televisions. For guests looking to purchase flowers, our latest collaboration with May in December offers fresh florals perfect for special occasions.",4.5,323,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
